Gene.id,Gene.name,Gene.description,FC,Pvalue,Padjust,Regulate
ENSMUSG00000028957,Per3,period circadian clock 3 [Source:MGI Symbol;Acc:MGI:1277134],0.34921227,5.31E-06,0.009332757,down
ENSMUSG00000049537,Tecrl,"trans-2,3-enoyl-CoA reductase-like [Source:MGI Symbol;Acc:MGI:2444966]",0.366987827,1.00E-05,0.013889862,down
ENSMUSG00000049537,Tecrl,"trans-2,3-enoyl-CoA reductase-like [Source:MGI Symbol;Acc:MGI:2444966]",0.366987827,1.00E-05,0.013889862,down
ENSMUSG00000022371,Col14a1,"collagen, type XIV, alpha 1 [Source:MGI Symbol;Acc:MGI:1341272]",0.550701983,1.10E-05,0.014039359,down
ENSMUSG00000022371,Col14a1,"collagen, type XIV, alpha 1 [Source:MGI Symbol;Acc:MGI:1341272]",0.550701983,1.10E-05,0.014039359,down
ENSMUSG00000068373,D430041D05Rik,RIKEN cDNA D430041D05 gene [Source:MGI Symbol;Acc:MGI:2181743],0.513454056,1.27E-05,0.015123383,down
ENSMUSG00000068373,D430041D05Rik,RIKEN cDNA D430041D05 gene [Source:MGI Symbol;Acc:MGI:2181743],0.513454056,1.27E-05,0.015123383,down
ENSMUSG00000036437,Npy1r,neuropeptide Y receptor Y1 [Source:MGI Symbol;Acc:MGI:104963],0.448958186,1.60E-05,0.015618798,down
ENSMUSG00000036437,Npy1r,neuropeptide Y receptor Y1 [Source:MGI Symbol;Acc:MGI:104963],0.448958186,1.60E-05,0.015618798,down
ENSMUSG00000020889,Nr1d1,"nuclear receptor subfamily 1, group D, member 1 [Source:MGI Symbol;Acc:MGI:2444210]",0.186493057,2.10E-05,0.018343346,down
ENSMUSG00000020889,Nr1d1,"nuclear receptor subfamily 1, group D, member 1 [Source:MGI Symbol;Acc:MGI:2444210]",0.186493057,2.10E-05,0.018343346,down
ENSMUSG00000087413,Gm11266,predicted gene 11266 [Source:MGI Symbol;Acc:MGI:3649705],0.361714204,3.00E-05,0.021714052,down
ENSMUSG00000087413,Gm11266,predicted gene 11266 [Source:MGI Symbol;Acc:MGI:3649705],0.361714204,3.00E-05,0.021714052,down
ENSMUSG00000021719,Rgs7bp,regulator of G-protein signalling 7 binding protein [Source:MGI Symbol;Acc:MGI:106334],0.544122714,3.52E-05,0.022534046,down
ENSMUSG00000021719,Rgs7bp,regulator of G-protein signalling 7 binding protein [Source:MGI Symbol;Acc:MGI:106334],0.544122714,3.52E-05,0.022534046,down
ENSMUSG00000005716,Pvalb,parvalbumin [Source:MGI Symbol;Acc:MGI:97821],0.003347937,4.47E-05,0.023950774,down
ENSMUSG00000058921,Slc10a5,"solute carrier family 10 (sodium/bile acid cotransporter family), member 5 [Source:MGI Symbol;Acc:MGI:2685251]",0.40283287,4.27E-05,0.023950774,down
ENSMUSG00000005716,Pvalb,parvalbumin [Source:MGI Symbol;Acc:MGI:97821],0.003347937,4.47E-05,0.023950774,down
ENSMUSG00000058921,Slc10a5,"solute carrier family 10 (sodium/bile acid cotransporter family), member 5 [Source:MGI Symbol;Acc:MGI:2685251]",0.40283287,4.27E-05,0.023950774,down
ENSMUSG00000030116,Mfap5,microfibrillar associated protein 5 [Source:MGI Symbol;Acc:MGI:1354387],0.549147836,5.21E-05,0.024074199,down
ENSMUSG00000030116,Mfap5,microfibrillar associated protein 5 [Source:MGI Symbol;Acc:MGI:1354387],0.549147836,5.21E-05,0.024074199,down
ENSMUSG00000058914,C1qtnf3,C1q and tumor necrosis factor related protein 3 [Source:MGI Symbol;Acc:MGI:1932136],0.388459331,5.61E-05,0.024548796,down
ENSMUSG00000058914,C1qtnf3,C1q and tumor necrosis factor related protein 3 [Source:MGI Symbol;Acc:MGI:1932136],0.388459331,5.61E-05,0.024548796,down
ENSMUSG00000045545,Krt14,keratin 14 [Source:MGI Symbol;Acc:MGI:96688],0.032173125,6.07E-05,0.025464606,down
ENSMUSG00000045545,Krt14,keratin 14 [Source:MGI Symbol;Acc:MGI:96688],0.032173125,6.07E-05,0.025464606,down
ENSMUSG00000042834,Nrep,neuronal regeneration related protein [Source:MGI Symbol;Acc:MGI:99444],0.560263843,9.22E-05,0.032605616,down
ENSMUSG00000042834,Nrep,neuronal regeneration related protein [Source:MGI Symbol;Acc:MGI:99444],0.560263843,9.22E-05,0.032605616,down
ENSMUSG00000043366,Or51e2,olfactory receptor family 51 subfamily E member 2 [Source:MGI Symbol;Acc:MGI:2157548],0.277113982,0.000124253,0.039317861,down
ENSMUSG00000043366,Or51e2,olfactory receptor family 51 subfamily E member 2 [Source:MGI Symbol;Acc:MGI:2157548],0.277113982,0.000124253,0.039317861,down
ENSMUSG00000037188,Grhl3,grainyhead like transcription factor 3 [Source:MGI Symbol;Acc:MGI:2655333],0.114593428,0.000135175,0.040571374,down
ENSMUSG00000037188,Grhl3,grainyhead like transcription factor 3 [Source:MGI Symbol;Acc:MGI:2655333],0.114593428,0.000135175,0.040571374,down
ENSMUSG00000064293,Cntn4,contactin 4 [Source:MGI Symbol;Acc:MGI:1095737],0.362693794,0.000151736,0.042745785,down
ENSMUSG00000064293,Cntn4,contactin 4 [Source:MGI Symbol;Acc:MGI:1095737],0.362693794,0.000151736,0.042745785,down
ENSMUSG00000021340,Gpld1,glycosylphosphatidylinositol specific phospholipase D1 [Source:MGI Symbol;Acc:MGI:106604],0.448291956,0.000170988,0.043722836,down
ENSMUSG00000021340,Gpld1,glycosylphosphatidylinositol specific phospholipase D1 [Source:MGI Symbol;Acc:MGI:106604],0.448291956,0.000170988,0.043722836,down
ENSMUSG00000047910,Pcdhb16,protocadherin beta 16 [Source:MGI Symbol;Acc:MGI:2136752],0.590361695,0.000179577,0.045223537,down
ENSMUSG00000047910,Pcdhb16,protocadherin beta 16 [Source:MGI Symbol;Acc:MGI:2136752],0.590361695,0.000179577,0.045223537,down
ENSMUSG00000025658,Cnksr2,connector enhancer of kinase suppressor of Ras 2 [Source:MGI Symbol;Acc:MGI:2661175],0.447364042,0.000234853,0.051361798,down
ENSMUSG00000025658,Cnksr2,connector enhancer of kinase suppressor of Ras 2 [Source:MGI Symbol;Acc:MGI:2661175],0.447364042,0.000234853,0.051361798,down
ENSMUSG00000032503,Arpp21,"cyclic AMP-regulated phosphoprotein, 21 [Source:MGI Symbol;Acc:MGI:107562]",0.038322024,0.00026335,0.05403882,down
ENSMUSG00000032503,Arpp21,"cyclic AMP-regulated phosphoprotein, 21 [Source:MGI Symbol;Acc:MGI:107562]",0.038322024,0.00026335,0.05403882,down
ENSMUSG00000029859,Epha1,Eph receptor A1 [Source:MGI Symbol;Acc:MGI:107381],0.511981144,0.000271459,0.05436045,down
ENSMUSG00000074852,Hpse2,heparanase 2 [Source:MGI Symbol;Acc:MGI:2685814],0.458707656,0.000269141,0.05436045,down
ENSMUSG00000029859,Epha1,Eph receptor A1 [Source:MGI Symbol;Acc:MGI:107381],0.511981144,0.000271459,0.05436045,down
ENSMUSG00000074852,Hpse2,heparanase 2 [Source:MGI Symbol;Acc:MGI:2685814],0.458707656,0.000269141,0.05436045,down
ENSMUSG00000020312,Shc2,SHC (Src homology 2 domain containing) transforming protein 2 [Source:MGI Symbol;Acc:MGI:106180],0.515831747,0.000286575,0.056704376,down
ENSMUSG00000020312,Shc2,SHC (Src homology 2 domain containing) transforming protein 2 [Source:MGI Symbol;Acc:MGI:106180],0.515831747,0.000286575,0.056704376,down
ENSMUSG00000055301,Adh7,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide [Source:MGI Symbol;Acc:MGI:87926]",0.130037449,0.000309841,0.060586731,down
ENSMUSG00000055301,Adh7,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide [Source:MGI Symbol;Acc:MGI:87926]",0.130037449,0.000309841,0.060586731,down
ENSMUSG00000051331,Cacna1c,"calcium channel, voltage-dependent, L type, alpha 1C subunit [Source:MGI Symbol;Acc:MGI:103013]",0.674796285,0.000330011,0.063780343,down
ENSMUSG00000051331,Cacna1c,"calcium channel, voltage-dependent, L type, alpha 1C subunit [Source:MGI Symbol;Acc:MGI:103013]",0.674796285,0.000330011,0.063780343,down
ENSMUSG00000025893,Kbtbd3,kelch repeat and BTB (POZ) domain containing 3 [Source:MGI Symbol;Acc:MGI:1916399],0.702799894,0.000338211,0.063879525,down
ENSMUSG00000025893,Kbtbd3,kelch repeat and BTB (POZ) domain containing 3 [Source:MGI Symbol;Acc:MGI:1916399],0.702799894,0.000338211,0.063879525,down
ENSMUSG00000036242,Armh4,armadillo-like helical domain containing 4 [Source:MGI Symbol;Acc:MGI:1914669],0.514309681,0.00037019,0.068365782,down
ENSMUSG00000036242,Armh4,armadillo-like helical domain containing 4 [Source:MGI Symbol;Acc:MGI:1914669],0.514309681,0.00037019,0.068365782,down
ENSMUSG00000041757,Plekha6,"pleckstrin homology domain containing, family A member 6 [Source:MGI Symbol;Acc:MGI:2388662]",0.52825632,0.000382495,0.069862118,down
ENSMUSG00000041757,Plekha6,"pleckstrin homology domain containing, family A member 6 [Source:MGI Symbol;Acc:MGI:2388662]",0.52825632,0.000382495,0.069862118,down
ENSMUSG00000074505,Fat3,FAT atypical cadherin 3 [Source:MGI Symbol;Acc:MGI:2444314],0.44076962,0.000401411,0.071740317,down
ENSMUSG00000074505,Fat3,FAT atypical cadherin 3 [Source:MGI Symbol;Acc:MGI:2444314],0.44076962,0.000401411,0.071740317,down
ENSMUSG00000038070,Cntln,"centlein, centrosomal protein [Source:MGI Symbol;Acc:MGI:2443104]",0.695654393,0.000418192,0.073002151,down
ENSMUSG00000078087,Rps12l1,ribosomal protein S12-like 1 [Source:MGI Symbol;Acc:MGI:3783241],0.582712985,0.000414707,0.073002151,down
ENSMUSG00000038070,Cntln,"centlein, centrosomal protein [Source:MGI Symbol;Acc:MGI:2443104]",0.695654393,0.000418192,0.073002151,down
ENSMUSG00000078087,Rps12l1,ribosomal protein S12-like 1 [Source:MGI Symbol;Acc:MGI:3783241],0.582712985,0.000414707,0.073002151,down
ENSMUSG00000025537,Phkg1,phosphorylase kinase gamma 1 [Source:MGI Symbol;Acc:MGI:97579],0.112746703,0.000433117,0.073620866,down
ENSMUSG00000025537,Phkg1,phosphorylase kinase gamma 1 [Source:MGI Symbol;Acc:MGI:97579],0.112746703,0.000433117,0.073620866,down
ENSMUSG00000052516,Robo2,roundabout guidance receptor 2 [Source:MGI Symbol;Acc:MGI:1890110],0.552187271,0.000457914,0.073659891,down
ENSMUSG00000052516,Robo2,roundabout guidance receptor 2 [Source:MGI Symbol;Acc:MGI:1890110],0.552187271,0.000457914,0.073659891,down
ENSMUSG00000064325,Hhip,Hedgehog-interacting protein [Source:MGI Symbol;Acc:MGI:1341847],0.589356864,0.000489661,0.075156391,down
ENSMUSG00000064325,Hhip,Hedgehog-interacting protein [Source:MGI Symbol;Acc:MGI:1341847],0.589356864,0.000489661,0.075156391,down
ENSMUSG00000003949,Hlf,hepatic leukemia factor [Source:MGI Symbol;Acc:MGI:96108],0.390297454,0.000594814,0.08183452,down
ENSMUSG00000020218,Wif1,Wnt inhibitory factor 1 [Source:MGI Symbol;Acc:MGI:1344332],0.43493408,0.000583023,0.08183452,down
ENSMUSG00000054034,Tceal5,transcription elongation factor A (SII)-like 5 [Source:MGI Symbol;Acc:MGI:3036236],0.175252386,0.00056991,0.08183452,down
ENSMUSG00000003949,Hlf,hepatic leukemia factor [Source:MGI Symbol;Acc:MGI:96108],0.390297454,0.000594814,0.08183452,down
ENSMUSG00000020218,Wif1,Wnt inhibitory factor 1 [Source:MGI Symbol;Acc:MGI:1344332],0.43493408,0.000583023,0.08183452,down
ENSMUSG00000054034,Tceal5,transcription elongation factor A (SII)-like 5 [Source:MGI Symbol;Acc:MGI:3036236],0.175252386,0.00056991,0.08183452,down
ENSMUSG00000068740,Celsr2,"cadherin, EGF LAG seven-pass G-type receptor 2 [Source:MGI Symbol;Acc:MGI:1858235]",0.532110579,0.000602724,0.082113706,down
ENSMUSG00000068740,Celsr2,"cadherin, EGF LAG seven-pass G-type receptor 2 [Source:MGI Symbol;Acc:MGI:1858235]",0.532110579,0.000602724,0.082113706,down
ENSMUSG00000019989,Enpp3,ectonucleotide pyrophosphatase/phosphodiesterase 3 [Source:MGI Symbol;Acc:MGI:2143702],0.440318089,0.000619922,0.082538697,down
ENSMUSG00000039883,Lrrc17,leucine rich repeat containing 17 [Source:MGI Symbol;Acc:MGI:1921761],0.421088873,0.000612871,0.082538697,down
ENSMUSG00000019989,Enpp3,ectonucleotide pyrophosphatase/phosphodiesterase 3 [Source:MGI Symbol;Acc:MGI:2143702],0.440318089,0.000619922,0.082538697,down
ENSMUSG00000039883,Lrrc17,leucine rich repeat containing 17 [Source:MGI Symbol;Acc:MGI:1921761],0.421088873,0.000612871,0.082538697,down
ENSMUSG00000061816,Myl1,"myosin, light polypeptide 1 [Source:MGI Symbol;Acc:MGI:97269]",0.034508619,0.000672882,0.084336022,down
ENSMUSG00000061816,Myl1,"myosin, light polypeptide 1 [Source:MGI Symbol;Acc:MGI:97269]",0.034508619,0.000672882,0.084336022,down
ENSMUSG00000054146,Krt15,keratin 15 [Source:MGI Symbol;Acc:MGI:96689],0.043571804,0.000688,0.084705598,down
ENSMUSG00000090799,Klhl33,kelch-like 33 [Source:MGI Symbol;Acc:MGI:3644593],0.391999798,0.000684726,0.084705598,down
ENSMUSG00000054146,Krt15,keratin 15 [Source:MGI Symbol;Acc:MGI:96689],0.043571804,0.000688,0.084705598,down
ENSMUSG00000090799,Klhl33,kelch-like 33 [Source:MGI Symbol;Acc:MGI:3644593],0.391999798,0.000684726,0.084705598,down
ENSMUSG00000028654,Mycl,v-myc avian myelocytomatosis viral oncogene lung carcinoma derived [Source:MGI Symbol;Acc:MGI:96799],0.596502107,0.000739845,0.08537095,down
ENSMUSG00000048489,Depp1,DEPP1 autophagy regulator [Source:MGI Symbol;Acc:MGI:1918730],0.535022012,0.000715074,0.08537095,down
ENSMUSG00000028654,Mycl,v-myc avian myelocytomatosis viral oncogene lung carcinoma derived [Source:MGI Symbol;Acc:MGI:96799],0.596502107,0.000739845,0.08537095,down
ENSMUSG00000048489,Depp1,DEPP1 autophagy regulator [Source:MGI Symbol;Acc:MGI:1918730],0.535022012,0.000715074,0.08537095,down
ENSMUSG00000097493,9930014A18Rik,RIKEN cDNA 9930014A18 gene [Source:MGI Symbol;Acc:MGI:2444091],0.577078259,0.000765701,0.086350062,down
ENSMUSG00000097493,9930014A18Rik,RIKEN cDNA 9930014A18 gene [Source:MGI Symbol;Acc:MGI:2444091],0.577078259,0.000765701,0.086350062,down
ENSMUSG00000010122,Slc47a1,"solute carrier family 47, member 1 [Source:MGI Symbol;Acc:MGI:1914723]",0.265540189,0.000816113,0.087397223,down
ENSMUSG00000073413,Ly6g6d,"lymphocyte antigen 6 complex, locus G6D [Source:MGI Symbol;Acc:MGI:2148931]",0.416228155,0.000825544,0.087397223,down
ENSMUSG00000010122,Slc47a1,"solute carrier family 47, member 1 [Source:MGI Symbol;Acc:MGI:1914723]",0.265540189,0.000816113,0.087397223,down
ENSMUSG00000073413,Ly6g6d,"lymphocyte antigen 6 complex, locus G6D [Source:MGI Symbol;Acc:MGI:2148931]",0.416228155,0.000825544,0.087397223,down
ENSMUSG00000106951,5930430L01Rik,RIKEN cDNA 5930430L01 gene [Source:MGI Symbol;Acc:MGI:2443110],0.555735359,0.000837321,0.088083009,down
ENSMUSG00000106951,5930430L01Rik,RIKEN cDNA 5930430L01 gene [Source:MGI Symbol;Acc:MGI:2443110],0.555735359,0.000837321,0.088083009,down
ENSMUSG00000021943,Gdf10,growth differentiation factor 10 [Source:MGI Symbol;Acc:MGI:95684],0.478730244,0.000970884,0.089087544,down
ENSMUSG00000022389,Tef,thyrotroph embryonic factor [Source:MGI Symbol;Acc:MGI:98663],0.46883154,0.000910937,0.089087544,down
ENSMUSG00000032177,Pde4a,"phosphodiesterase 4A, cAMP specific [Source:MGI Symbol;Acc:MGI:99558]",0.685909423,0.00095823,0.089087544,down
ENSMUSG00000040287,Stac3,SH3 and cysteine rich domain 3 [Source:MGI Symbol;Acc:MGI:3606571],0.098702685,0.000963442,0.089087544,down
ENSMUSG00000050808,Muc15,mucin 15 [Source:MGI Symbol;Acc:MGI:2442110],0.074410905,0.000939391,0.089087544,down
ENSMUSG00000074968,Ano3,anoctamin 3 [Source:MGI Symbol;Acc:MGI:3613666],0.367193382,0.000944199,0.089087544,down
ENSMUSG00000021943,Gdf10,growth differentiation factor 10 [Source:MGI Symbol;Acc:MGI:95684],0.478730244,0.000970884,0.089087544,down
ENSMUSG00000022389,Tef,thyrotroph embryonic factor [Source:MGI Symbol;Acc:MGI:98663],0.46883154,0.000910937,0.089087544,down
ENSMUSG00000032177,Pde4a,"phosphodiesterase 4A, cAMP specific [Source:MGI Symbol;Acc:MGI:99558]",0.685909423,0.00095823,0.089087544,down
ENSMUSG00000040287,Stac3,SH3 and cysteine rich domain 3 [Source:MGI Symbol;Acc:MGI:3606571],0.098702685,0.000963442,0.089087544,down
ENSMUSG00000050808,Muc15,mucin 15 [Source:MGI Symbol;Acc:MGI:2442110],0.074410905,0.000939391,0.089087544,down
ENSMUSG00000074968,Ano3,anoctamin 3 [Source:MGI Symbol;Acc:MGI:3613666],0.367193382,0.000944199,0.089087544,down
ENSMUSG00000031290,Lrch2,leucine-rich repeats and calponin homology (CH) domain containing 2 [Source:MGI Symbol;Acc:MGI:2147870],0.603265482,0.001067308,0.092394372,down
ENSMUSG00000031290,Lrch2,leucine-rich repeats and calponin homology (CH) domain containing 2 [Source:MGI Symbol;Acc:MGI:2147870],0.603265482,0.001067308,0.092394372,down
ENSMUSG00000021388,Aspn,asporin [Source:MGI Symbol;Acc:MGI:1913945],0.459165673,0.00113981,0.093650445,down
ENSMUSG00000021388,Aspn,asporin [Source:MGI Symbol;Acc:MGI:1913945],0.459165673,0.00113981,0.093650445,down
ENSMUSG00000020542,Myocd,myocardin [Source:MGI Symbol;Acc:MGI:2137495],0.497590109,0.001194905,0.093899973,down
ENSMUSG00000022357,Klhl38,kelch-like 38 [Source:MGI Symbol;Acc:MGI:3045310],0.276315512,0.00115845,0.093899973,down
ENSMUSG00000070867,Trabd2b,TraB domain containing 2B [Source:MGI Symbol;Acc:MGI:3650152],0.635458641,0.001193455,0.093899973,down
ENSMUSG00000020542,Myocd,myocardin [Source:MGI Symbol;Acc:MGI:2137495],0.497590109,0.001194905,0.093899973,down
ENSMUSG00000022357,Klhl38,kelch-like 38 [Source:MGI Symbol;Acc:MGI:3045310],0.276315512,0.00115845,0.093899973,down
ENSMUSG00000070867,Trabd2b,TraB domain containing 2B [Source:MGI Symbol;Acc:MGI:3650152],0.635458641,0.001193455,0.093899973,down
ENSMUSG00000046818,Ddit4l,DNA-damage-inducible transcript 4-like [Source:MGI Symbol;Acc:MGI:1920534],0.218778701,0.001250523,0.093980506,down
ENSMUSG00000046818,Ddit4l,DNA-damage-inducible transcript 4-like [Source:MGI Symbol;Acc:MGI:1920534],0.218778701,0.001250523,0.093980506,down
ENSMUSG00000040938,Slc16a11,"solute carrier family 16 (monocarboxylic acid transporters), member 11 [Source:MGI Symbol;Acc:MGI:2663709]",0.447960074,0.001312384,0.095253863,down
ENSMUSG00000040938,Slc16a11,"solute carrier family 16 (monocarboxylic acid transporters), member 11 [Source:MGI Symbol;Acc:MGI:2663709]",0.447960074,0.001312384,0.095253863,down
ENSMUSG00000013236,Ptprs,"protein tyrosine phosphatase, receptor type, S [Source:MGI Symbol;Acc:MGI:97815]",0.785460701,0.001319253,0.09533613,down
ENSMUSG00000013236,Ptprs,"protein tyrosine phosphatase, receptor type, S [Source:MGI Symbol;Acc:MGI:97815]",0.785460701,0.001319253,0.09533613,down
ENSMUSG00000020374,Rasgef1c,"RasGEF domain family, member 1C [Source:MGI Symbol;Acc:MGI:1921813]",0.11431854,0.00135889,0.095350221,down
ENSMUSG00000036466,Megf11,multiple EGF-like-domains 11 [Source:MGI Symbol;Acc:MGI:1920951],0.48184167,0.001325613,0.095350221,down
ENSMUSG00000040118,Cacna2d1,"calcium channel, voltage-dependent, alpha2/delta subunit 1 [Source:MGI Symbol;Acc:MGI:88295]",0.541448898,0.001358899,0.095350221,down
ENSMUSG00000020374,Rasgef1c,"RasGEF domain family, member 1C [Source:MGI Symbol;Acc:MGI:1921813]",0.11431854,0.00135889,0.095350221,down
ENSMUSG00000036466,Megf11,multiple EGF-like-domains 11 [Source:MGI Symbol;Acc:MGI:1920951],0.48184167,0.001325613,0.095350221,down
ENSMUSG00000040118,Cacna2d1,"calcium channel, voltage-dependent, alpha2/delta subunit 1 [Source:MGI Symbol;Acc:MGI:88295]",0.541448898,0.001358899,0.095350221,down
ENSMUSG00000020251,Glt8d2,glycosyltransferase 8 domain containing 2 [Source:MGI Symbol;Acc:MGI:1922032],0.509248516,0.001440085,0.096405784,down
ENSMUSG00000022840,Adcy5,adenylate cyclase 5 [Source:MGI Symbol;Acc:MGI:99673],0.498783884,0.001456331,0.096405784,down
ENSMUSG00000063296,Tmem117,transmembrane protein 117 [Source:MGI Symbol;Acc:MGI:2444580],0.409215734,0.001430858,0.096405784,down
ENSMUSG00000086283,2810433D01Rik,RIKEN cDNA 2810433D01 gene [Source:MGI Symbol;Acc:MGI:1924382],0.405522359,0.001406125,0.096405784,down
ENSMUSG00000020251,Glt8d2,glycosyltransferase 8 domain containing 2 [Source:MGI Symbol;Acc:MGI:1922032],0.509248516,0.001440085,0.096405784,down
ENSMUSG00000022840,Adcy5,adenylate cyclase 5 [Source:MGI Symbol;Acc:MGI:99673],0.498783884,0.001456331,0.096405784,down
ENSMUSG00000063296,Tmem117,transmembrane protein 117 [Source:MGI Symbol;Acc:MGI:2444580],0.409215734,0.001430858,0.096405784,down
ENSMUSG00000086283,2810433D01Rik,RIKEN cDNA 2810433D01 gene [Source:MGI Symbol;Acc:MGI:1924382],0.405522359,0.001406125,0.096405784,down
ENSMUSG00000022676,Snai2,snail family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1096393],0.569209831,0.001538173,0.096840811,down
ENSMUSG00000024354,Slc23a1,"solute carrier family 23 (nucleobase transporters), member 1 [Source:MGI Symbol;Acc:MGI:1341903]",0.490792745,0.001531879,0.096840811,down
ENSMUSG00000062184,Hs6st2,heparan sulfate 6-O-sulfotransferase 2 [Source:MGI Symbol;Acc:MGI:1354959],0.563151415,0.00151564,0.096840811,down
ENSMUSG00000022676,Snai2,snail family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1096393],0.569209831,0.001538173,0.096840811,down
ENSMUSG00000024354,Slc23a1,"solute carrier family 23 (nucleobase transporters), member 1 [Source:MGI Symbol;Acc:MGI:1341903]",0.490792745,0.001531879,0.096840811,down
ENSMUSG00000062184,Hs6st2,heparan sulfate 6-O-sulfotransferase 2 [Source:MGI Symbol;Acc:MGI:1354959],0.563151415,0.00151564,0.096840811,down
ENSMUSG00000006154,Eps8l1,EPS8-like 1 [Source:MGI Symbol;Acc:MGI:1914675],0.716591838,0.001608756,0.098392886,down
ENSMUSG00000006154,Eps8l1,EPS8-like 1 [Source:MGI Symbol;Acc:MGI:1914675],0.716591838,0.001608756,0.098392886,down
ENSMUSG00000078584,AU022252,expressed sequence AU022252 [Source:MGI Symbol;Acc:MGI:2140466],0.843247287,0.001690078,0.098473016,down
ENSMUSG00000078584,AU022252,expressed sequence AU022252 [Source:MGI Symbol;Acc:MGI:2140466],0.843247287,0.001690078,0.098473016,down
ENSMUSG00000034472,Rasd2,"RASD family, member 2 [Source:MGI Symbol;Acc:MGI:1922391]",0.441659991,0.001716635,0.098727323,down
ENSMUSG00000057457,Phex,"phosphate regulating endopeptidase homolog, X-linked [Source:MGI Symbol;Acc:MGI:107489]",0.552891069,0.00171458,0.098727323,down
ENSMUSG00000034472,Rasd2,"RASD family, member 2 [Source:MGI Symbol;Acc:MGI:1922391]",0.441659991,0.001716635,0.098727323,down
ENSMUSG00000057457,Phex,"phosphate regulating endopeptidase homolog, X-linked [Source:MGI Symbol;Acc:MGI:107489]",0.552891069,0.00171458,0.098727323,down
ENSMUSG00000064115,Cadm2,cell adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:2442722],0.278708337,0.001742012,0.099300811,down
ENSMUSG00000064115,Cadm2,cell adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:2442722],0.278708337,0.001742012,0.099300811,down
ENSMUSG00000036545,Adamts2,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2 [Source:MGI Symbol;Acc:MGI:1347356]",0.683023134,0.001770675,0.100103354,down
ENSMUSG00000036545,Adamts2,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2 [Source:MGI Symbol;Acc:MGI:1347356]",0.683023134,0.001770675,0.100103354,down
ENSMUSG00000063142,Kcnma1,"potassium large conductance calcium-activated channel, subfamily M, alpha member 1 [Source:MGI Symbol;Acc:MGI:99923]",0.346912049,0.001781493,0.100153649,down
ENSMUSG00000063142,Kcnma1,"potassium large conductance calcium-activated channel, subfamily M, alpha member 1 [Source:MGI Symbol;Acc:MGI:99923]",0.346912049,0.001781493,0.100153649,down
ENSMUSG00000000037,Scml2,Scm polycomb group protein like 2 [Source:MGI Symbol;Acc:MGI:1340042],0.432819331,0.001794306,0.100308896,down
ENSMUSG00000000037,Scml2,Scm polycomb group protein like 2 [Source:MGI Symbol;Acc:MGI:1340042],0.432819331,0.001794306,0.100308896,down
ENSMUSG00000061603,Akap6,A kinase (PRKA) anchor protein 6 [Source:MGI Symbol;Acc:MGI:3050566],0.252039271,0.001819055,0.100781698,down
