Gene.id,Gene.name,Gene.description,FC,Pvalue,Padjust,Regulate
ENSMUSG00000092021,Gbp11,guanylate binding protein 11 [Source:MGI Symbol;Acc:MGI:3646307],36.69492125,5.09E-08,2.88E-05,up
ENSMUSG00000039146,Ifi44l,interferon-induced protein 44 like [Source:MGI Symbol;Acc:MGI:95975],13.70380105,5.61E-08,2.95E-05,up
ENSMUSG00000069874,Irgm2,immunity-related GTPase family M member 2 [Source:MGI Symbol;Acc:MGI:1926262],5.783204001,5.45E-08,2.95E-05,up
ENSMUSG00000000386,Mx1,MX dynamin-like GTPase 1 [Source:MGI Symbol;Acc:MGI:97243],15.81504638,5.98E-08,3.06E-05,up
ENSMUSG00000016496,Cd274,CD274 antigen [Source:MGI Symbol;Acc:MGI:1926446],10.88346301,6.17E-08,3.07E-05,up
ENSMUSG00000078920,Ifi47,interferon gamma inducible protein 47 [Source:MGI Symbol;Acc:MGI:99448],5.739366877,8.43E-08,4.08E-05,up
ENSMUSG00000040264,Gbp2b,guanylate binding protein 2b [Source:MGI Symbol;Acc:MGI:95666],9.376993229,9.75E-08,4.59E-05,up
ENSMUSG00000092517,Art2a,ADP-ribosyltransferase 2a [Source:MGI Symbol;Acc:MGI:107546],15.09089741,1.05E-07,4.81E-05,up
ENSMUSG00000037321,Tap1,"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP) [Source:MGI Symbol;Acc:MGI:98483]",5.907680679,1.17E-07,5.22E-05,up
ENSMUSG00000025165,Sectm1a,secreted and transmembrane 1A [Source:MGI Symbol;Acc:MGI:2384805],48.42720523,1.36E-07,5.91E-05,up
ENSMUSG00000031551,Ido1,"indoleamine 2,3-dioxygenase 1 [Source:MGI Symbol;Acc:MGI:96416]",61.23054619,1.53E-07,6.50E-05,up
ENSMUSG00000035385,Ccl2,chemokine (C-C motif) ligand 2 [Source:MGI Symbol;Acc:MGI:98259],51.4607273,1.72E-07,7.16E-05,up
ENSMUSG00000028268,Gbp3,guanylate binding protein 3 [Source:MGI Symbol;Acc:MGI:1926263],7.943846361,2.07E-07,8.41E-05,up
ENSMUSG00000057596,Trim30d,tripartite motif-containing 30D [Source:MGI Symbol;Acc:MGI:3035181],59.49882573,2.12E-07,8.41E-05,up
ENSMUSG00000033576,Apol6,apolipoprotein L 6 [Source:MGI Symbol;Acc:MGI:1919189],15.59957046,2.26E-07,8.80E-05,up
ENSMUSG00000099241,Gvin-ps2,"GTPase, very large interferon inducible, pseudogene 2 [Source:MGI Symbol;Acc:MGI:5011037]",4.794871452,2.55E-07,9.71E-05,up
ENSMUSG00000020641,Rsad2,radical S-adenosyl methionine domain containing 2 [Source:MGI Symbol;Acc:MGI:1929628],29.02566894,2.97E-07,0.000108228,up
ENSMUSG00000055546,Timd4,T cell immunoglobulin and mucin domain containing 4 [Source:MGI Symbol;Acc:MGI:2445125],8.597238084,2.93E-07,0.000108228,up
ENSMUSG00000002325,Irf9,interferon regulatory factor 9 [Source:MGI Symbol;Acc:MGI:107587],2.1562849,3.33E-07,0.00011701,up
ENSMUSG00000079363,Gbp4,guanylate binding protein 4 [Source:MGI Symbol;Acc:MGI:97072],6.968729579,3.34E-07,0.00011701,up
ENSMUSG00000073489,Ifi204,interferon activated gene 204 [Source:MGI Symbol;Acc:MGI:96429],10.48699591,3.67E-07,0.000126116,up
ENSMUSG00000028037,Ifi44,interferon-induced protein 44 [Source:MGI Symbol;Acc:MGI:2443016],9.400174705,4.40E-07,0.00014561,up
ENSMUSG00000091649,Phf11b,PHD finger protein 11B [Source:MGI Symbol;Acc:MGI:3645789],7.656420567,4.34E-07,0.00014561,up
ENSMUSG00000035373,Ccl7,chemokine (C-C motif) ligand 7 [Source:MGI Symbol;Acc:MGI:99512],67.44893599,4.78E-07,0.000155442,up
ENSMUSG00000033355,Rtp4,receptor transporter protein 4 [Source:MGI Symbol;Acc:MGI:1915025],4.257933413,5.37E-07,0.000171358,up
ENSMUSG00000082976,Gm15056,predicted gene 15056 [Source:MGI Symbol;Acc:MGI:3705859],2773.423932,5.84E-07,0.000183093,up
ENSMUSG00000027322,Siglec1,"sialic acid binding Ig-like lectin 1, sialoadhesin [Source:MGI Symbol;Acc:MGI:99668]",6.544307437,6.58E-07,0.000202811,up
ENSMUSG00000022586,Ly6i,"lymphocyte antigen 6 complex, locus I [Source:MGI Symbol;Acc:MGI:1888480]",11.46986949,7.61E-07,0.000230578,up
ENSMUSG00000026285,Pdcd1,programmed cell death 1 [Source:MGI Symbol;Acc:MGI:104879],11.9586435,8.50E-07,0.000253204,up
ENSMUSG00000022534,Mefv,Mediterranean fever [Source:MGI Symbol;Acc:MGI:1859396],15.44979631,8.97E-07,0.000262963,up
ENSMUSG00000022322,Shcbp1,Shc SH2-domain binding protein 1 [Source:MGI Symbol;Acc:MGI:1338802],7.663150926,1.00E-06,0.000285078,up
ENSMUSG00000023341,Mx2,MX dynamin-like GTPase 2 [Source:MGI Symbol;Acc:MGI:97244],5.978539983,1.05E-06,0.000293978,up
ENSMUSG00000048922,Cdca2,cell division cycle associated 2 [Source:MGI Symbol;Acc:MGI:1919787],5.9768571,1.20E-06,0.000328913,up
ENSMUSG00000028270,Gbp2,guanylate binding protein 2 [Source:MGI Symbol;Acc:MGI:102772],6.738001691,1.27E-06,0.00033702,up
ENSMUSG00000034459,Ifit1,interferon-induced protein with tetratricopeptide repeats 1 [Source:MGI Symbol;Acc:MGI:99450],7.087147141,1.37E-06,0.00033702,up
ENSMUSG00000035208,Slfn8,schlafen 8 [Source:MGI Symbol;Acc:MGI:2672859],6.838458031,1.30E-06,0.00033702,up
ENSMUSG00000038037,Socs1,suppressor of cytokine signaling 1 [Source:MGI Symbol;Acc:MGI:1354910],10.56398695,1.38E-06,0.00033702,up
ENSMUSG00000055170,Ifng,interferon gamma [Source:MGI Symbol;Acc:MGI:107656],48.4707678,1.31E-06,0.00033702,up
ENSMUSG00000066363,Serpina3f,"serine (or cysteine) peptidase inhibitor, clade A, member 3F [Source:MGI Symbol;Acc:MGI:2182838]",8.970614482,1.33E-06,0.00033702,up
ENSMUSG00000069910,Spdl1,spindle apparatus coiled-coil protein 1 [Source:MGI Symbol;Acc:MGI:1917635],5.363976022,1.25E-06,0.00033702,up
ENSMUSG00000078606,Gvin2,"GTPase, very large interferon inducible, family member 2 [Source:MGI Symbol;Acc:MGI:3782245]",3.720558628,1.37E-06,0.00033702,up
ENSMUSG00000118607,Gm7592,predicted gene 7592 [Source:MGI Symbol;Acc:MGI:3644077],5.698878527,1.43E-06,0.000345129,up
ENSMUSG00000070427,Il18bp,interleukin 18 binding protein [Source:MGI Symbol;Acc:MGI:1333800],15.34264091,1.52E-06,0.000361739,up
ENSMUSG00000069793,Slfn9,schlafen 9 [Source:MGI Symbol;Acc:MGI:2445121],7.533499851,1.73E-06,0.000407374,up
ENSMUSG00000029322,Plac8,placenta-specific 8 [Source:MGI Symbol;Acc:MGI:2445289],8.085738534,1.88E-06,0.000436511,up
ENSMUSG00000071552,Tigit,T cell immunoreceptor with Ig and ITIM domains [Source:MGI Symbol;Acc:MGI:3642260],11.13909451,1.93E-06,0.000443079,up
ENSMUSG00000040328,Or2v1,olfactory receptor family 2 subfamily V member 1 [Source:MGI Symbol;Acc:MGI:1333785],8.66536212,2.10E-06,0.00047647,up
ENSMUSG00000024675,Ms4a4c,"membrane-spanning 4-domains, subfamily A, member 4C [Source:MGI Symbol;Acc:MGI:1927656]",19.76120915,2.32E-06,0.00051807,up
ENSMUSG00000040033,Stat2,signal transducer and activator of transcription 2 [Source:MGI Symbol;Acc:MGI:103039],3.228782308,2.35E-06,0.000518555,up
ENSMUSG00000040253,Gbp7,guanylate binding protein 7 [Source:MGI Symbol;Acc:MGI:2444421],4.108426173,2.41E-06,0.000518555,up
ENSMUSG00000073555,Gm4951,predicted gene 4951 [Source:MGI Symbol;Acc:MGI:3644953],9.070873986,2.44E-06,0.000518555,up
ENSMUSG00000096727,Psmb9,"proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2) [Source:MGI Symbol;Acc:MGI:1346526]",3.58681918,2.38E-06,0.000518555,up
ENSMUSG00000054203,Ifi205,interferon activated gene 205 [Source:MGI Symbol;Acc:MGI:101847],9.739490123,2.51E-06,0.000528876,up
ENSMUSG00000022584,Ly6c2,"lymphocyte antigen 6 complex, locus C2 [Source:MGI Symbol;Acc:MGI:3712069]",6.2196273,2.65E-06,0.000547614,up
ENSMUSG00000076612,Ighg2c,immunoglobulin heavy constant gamma 2C [Source:MGI Symbol;Acc:MGI:2686979],9.806529516,2.66E-06,0.000547614,up
ENSMUSG00000026011,Ctla4,cytotoxic T-lymphocyte-associated protein 4 [Source:MGI Symbol;Acc:MGI:88556],11.83177871,2.86E-06,0.00057539,up
ENSMUSG00000063234,Gpr84,G protein-coupled receptor 84 [Source:MGI Symbol;Acc:MGI:1934129],85.74644904,2.86E-06,0.00057539,up
ENSMUSG00000105987,AI506816,expressed sequence AI506816 [Source:MGI Symbol;Acc:MGI:2140929],32.74613182,3.05E-06,0.000606583,up
ENSMUSG00000039699,Batf2,"basic leucine zipper transcription factor, ATF-like 2 [Source:MGI Symbol;Acc:MGI:1921731]",8.776118037,3.20E-06,0.000628768,up
ENSMUSG00000090231,Cfb,complement factor B [Source:MGI Symbol;Acc:MGI:105975],8.378953797,3.31E-06,0.000642897,up
ENSMUSG00000071714,Csf2rb2,"colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage) [Source:MGI Symbol;Acc:MGI:1339760]",7.797376181,3.39E-06,0.000651447,up
ENSMUSG00000090942,F830016B08Rik,RIKEN cDNA F830016B08 gene [Source:MGI Symbol;Acc:MGI:3588218],12.13931034,3.69E-06,0.000701178,up
ENSMUSG00000068246,Apol9b,apolipoprotein L 9b [Source:MGI Symbol;Acc:MGI:1919148],7.601214925,3.82E-06,0.000705321,up
ENSMUSG00000095609,Gm21188,"predicted gene, 21188 [Source:MGI Symbol;Acc:MGI:5434543]",9.805701276,3.83E-06,0.000705321,up
ENSMUSG00000024338,Psmb8,"proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7) [Source:MGI Symbol;Acc:MGI:1346527]",3.911097741,4.00E-06,0.000730135,up
ENSMUSG00000025279,Dnase1l3,deoxyribonuclease 1-like 3 [Source:MGI Symbol;Acc:MGI:1314633],15.4571855,4.16E-06,0.000751721,up
ENSMUSG00000037849,Ifi206,interferon activated gene 206 [Source:MGI Symbol;Acc:MGI:3646410],8.254256058,4.44E-06,0.000756366,up
ENSMUSG00000041481,Serpina3g,"serine (or cysteine) peptidase inhibitor, clade A, member 3G [Source:MGI Symbol;Acc:MGI:105046]",13.13127599,4.38E-06,0.000756366,up
ENSMUSG00000044703,Phf11a,PHD finger protein 11A [Source:MGI Symbol;Acc:MGI:1918441],7.773376142,4.32E-06,0.000756366,up
ENSMUSG00000045322,Tlr9,toll-like receptor 9 [Source:MGI Symbol;Acc:MGI:1932389],10.20749937,4.34E-06,0.000756366,up
ENSMUSG00000046031,Calhm6,calcium homeostasis modulator family member 6 [Source:MGI Symbol;Acc:MGI:2443082],36.66234643,4.24E-06,0.000756366,up
ENSMUSG00000053318,Slamf8,SLAM family member 8 [Source:MGI Symbol;Acc:MGI:1921998],10.42128851,4.43E-06,0.000756366,up
ENSMUSG00000057346,Apol9a,apolipoprotein L 9a [Source:MGI Symbol;Acc:MGI:3606001],9.033070661,4.60E-06,0.00077679,up
ENSMUSG00000085977,Gm5970,predicted gene 5970 [Source:MGI Symbol;Acc:MGI:3646761],20.6788915,4.72E-06,0.000788282,up
ENSMUSG00000040483,Xaf1,XIAP associated factor 1 [Source:MGI Symbol;Acc:MGI:3772572],3.608733451,4.79E-06,0.00079283,up
ENSMUSG00000017830,Dhx58,DEXH (Asp-Glu-X-His) box polypeptide 58 [Source:MGI Symbol;Acc:MGI:1931560],6.459517159,4.98E-06,0.000816882,up
ENSMUSG00000058163,Gm5431,predicted gene 5431 [Source:MGI Symbol;Acc:MGI:3645205],7.331292897,5.05E-06,0.000820769,up
ENSMUSG00000030124,Lag3,lymphocyte-activation gene 3 [Source:MGI Symbol;Acc:MGI:106588],10.1317368,5.25E-06,0.000842714,up
ENSMUSG00000073490,Ifi207,interferon activated gene 207 [Source:MGI Symbol;Acc:MGI:2138302],9.381382685,5.28E-06,0.000842714,up
ENSMUSG00000024791,Cdca5,cell division cycle associated 5 [Source:MGI Symbol;Acc:MGI:1915099],6.281420588,5.56E-06,0.000878298,up
ENSMUSG00000035683,Melk,maternal embryonic leucine zipper kinase [Source:MGI Symbol;Acc:MGI:106924],7.312872393,5.60E-06,0.000878298,up
ENSMUSG00000026770,Il2ra,"interleukin 2 receptor, alpha chain [Source:MGI Symbol;Acc:MGI:96549]",6.513830342,5.94E-06,0.00092437,up
ENSMUSG00000024798,Htr7,5-hydroxytryptamine (serotonin) receptor 7 [Source:MGI Symbol;Acc:MGI:99841],14.33663996,6.04E-06,0.00093043,up
ENSMUSG00000009292,Trpm2,"transient receptor potential cation channel, subfamily M, member 2 [Source:MGI Symbol;Acc:MGI:1351901]",4.32769084,6.34E-06,0.000952146,up
ENSMUSG00000024989,Cep55,centrosomal protein 55 [Source:MGI Symbol;Acc:MGI:1921357],6.37196392,6.31E-06,0.000952146,up
ENSMUSG00000026009,Icos,inducible T cell co-stimulator [Source:MGI Symbol;Acc:MGI:1858745],8.810781514,6.31E-06,0.000952146,up
ENSMUSG00000018899,Irf1,interferon regulatory factor 1 [Source:MGI Symbol;Acc:MGI:96590],3.256121674,6.59E-06,0.000982264,up
ENSMUSG00000040026,Saa3,serum amyloid A 3 [Source:MGI Symbol;Acc:MGI:98223],52.25168094,6.76E-06,0.000991285,up
ENSMUSG00000046718,Bst2,bone marrow stromal cell antigen 2 [Source:MGI Symbol;Acc:MGI:1916800],4.438123685,6.76E-06,0.000991285,up
ENSMUSG00000022014,Epsti1,epithelial stromal interaction 1 (breast) [Source:MGI Symbol;Acc:MGI:1915168],5.076717185,7.42E-06,0.00106281,up
ENSMUSG00000117239,Gpr31c,"G protein-coupled receptor 31, D17Leh66c region [Source:MGI Symbol;Acc:MGI:1354371]",38.99904065,7.43E-06,0.00106281,up
ENSMUSG00000076580,Igkv8-27,immunoglobulin kappa chain variable 8-27 [Source:MGI Symbol;Acc:MGI:4439868],6.800300822,7.53E-06,0.001068973,up
ENSMUSG00000020330,Hmmr,hyaluronan mediated motility receptor (RHAMM) [Source:MGI Symbol;Acc:MGI:104667],6.734890463,7.65E-06,0.001073792,up
ENSMUSG00000029561,Oasl2,2'-5' oligoadenylate synthetase-like 2 [Source:MGI Symbol;Acc:MGI:1344390],5.727232027,7.73E-06,0.001073792,up
ENSMUSG00000037872,Ackr1,atypical chemokine receptor 1 (Duffy blood group) [Source:MGI Symbol;Acc:MGI:1097689],15.72633772,7.76E-06,0.001073792,up
ENSMUSG00000062783,Csprs,component of Sp100-rs [Source:NCBI gene (formerly Entrezgene);Acc:114564],5.485866439,7.81E-06,0.001073792,up
ENSMUSG00000022602,Arc,activity regulated cytoskeletal-associated protein [Source:MGI Symbol;Acc:MGI:88067],6.3208151,7.96E-06,0.001078167,up
ENSMUSG00000033952,Aspm,abnormal spindle microtubule assembly [Source:MGI Symbol;Acc:MGI:1334448],4.449918536,7.93E-06,0.001078167,up
ENSMUSG00000050010,Shisa3,shisa family member 3 [Source:MGI Symbol;Acc:MGI:3041225],18.7097961,8.18E-06,0.001099671,up
ENSMUSG00000028678,Kif2c,kinesin family member 2C [Source:MGI Symbol;Acc:MGI:1921054],7.308509246,8.40E-06,0.001112728,up
ENSMUSG00000036362,P2ry13,"purinergic receptor P2Y, G-protein coupled 13 [Source:MGI Symbol;Acc:MGI:1921441]",4.604345967,8.34E-06,0.001112728,up
ENSMUSG00000015947,Fcgr1,"Fc receptor, IgG, high affinity I [Source:MGI Symbol;Acc:MGI:95498]",18.03960843,8.89E-06,0.001127455,up
ENSMUSG00000031149,Praf2,PRA1 domain family 2 [Source:MGI Symbol;Acc:MGI:1859607],1.354025146,8.73E-06,0.001127455,up
ENSMUSG00000032690,Oas2,2'-5' oligoadenylate synthetase 2 [Source:MGI Symbol;Acc:MGI:2180852],4.60358053,8.86E-06,0.001127455,up
ENSMUSG00000059089,Fcgr4,"Fc receptor, IgG, low affinity IV [Source:MGI Symbol;Acc:MGI:2179523]",18.64579704,8.89E-06,0.001127455,up
ENSMUSG00000062593,Gm49339,"predicted gene, 49339 [Source:MGI Symbol;Acc:MGI:6121530]",8.663115918,8.77E-06,0.001127455,up
ENSMUSG00000070501,Ifi214,interferon activated gene 214 [Source:MGI Symbol;Acc:MGI:3584522],9.866880311,8.61E-06,0.001127455,up
ENSMUSG00000060550,H2-Q7,"histocompatibility 2, Q region locus 7 [Source:MGI Symbol;Acc:MGI:95936]",2.779320346,9.19E-06,0.001156892,up
ENSMUSG00000005667,Mthfd2,"methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase [Source:MGI Symbol;Acc:MGI:1338850]",4.507502482,9.33E-06,0.001160505,up
ENSMUSG00000020897,Aurkb,aurora kinase B [Source:MGI Symbol;Acc:MGI:107168],6.977401907,9.34E-06,0.001160505,up
ENSMUSG00000056116,H2-T22,"histocompatibility 2, T region locus 22 [Source:MGI Symbol;Acc:MGI:95956]",2.868577095,9.72E-06,0.001190637,up
ENSMUSG00000037731,Themis2,thymocyte selection associated family member 2 [Source:MGI Symbol;Acc:MGI:2446213],5.028469273,1.01E-05,0.001232256,up
ENSMUSG00000015880,Ncapg,"non-SMC condensin I complex, subunit G [Source:MGI Symbol;Acc:MGI:1930197]",6.185481472,1.05E-05,0.00126363,up
ENSMUSG00000067212,H2-T23,"histocompatibility 2, T region locus 23 [Source:MGI Symbol;Acc:MGI:95957]",3.332010399,1.05E-05,0.00126363,up
ENSMUSG00000027219,Slc28a2,"solute carrier family 28 (sodium-coupled nucleoside transporter), member 2 [Source:MGI Symbol;Acc:MGI:1913105]",5.991126471,1.07E-05,0.001271345,up
ENSMUSG00000015437,Gzmb,granzyme B [Source:MGI Symbol;Acc:MGI:109267],16.7543399,1.09E-05,0.001292678,up
ENSMUSG00000024856,Cdk2ap2,CDK2-associated protein 2 [Source:MGI Symbol;Acc:MGI:1098779],1.395004572,1.12E-05,0.001314022,up
ENSMUSG00000051378,Kif18b,kinesin family member 18B [Source:MGI Symbol;Acc:MGI:2446979],8.510372375,1.12E-05,0.001314022,up
ENSMUSG00000030107,Usp18,ubiquitin specific peptidase 18 [Source:MGI Symbol;Acc:MGI:1344364],4.427609386,1.14E-05,0.001318424,up
ENSMUSG00000022504,Ciita,class II transactivator [Source:MGI Symbol;Acc:MGI:108445],3.833155572,1.21E-05,0.001366859,up
ENSMUSG00000024679,Ms4a6d,"membrane-spanning 4-domains, subfamily A, member 6D [Source:MGI Symbol;Acc:MGI:1916024]",18.00760604,1.19E-05,0.001366859,up
ENSMUSG00000029798,Herc6,hect domain and RLD 6 [Source:MGI Symbol;Acc:MGI:1914388],3.641788695,1.21E-05,0.001366859,up
ENSMUSG00000078616,Trim30c,tripartite motif-containing 30C [Source:MGI Symbol;Acc:MGI:4821257],21.53429725,1.20E-05,0.001366859,up
ENSMUSG00000022034,Esco2,establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:MGI Symbol;Acc:MGI:1919238],5.505934952,1.29E-05,0.001430255,up
ENSMUSG00000026981,Il1rn,interleukin 1 receptor antagonist [Source:MGI Symbol;Acc:MGI:96547],16.69511593,1.29E-05,0.001430255,up
ENSMUSG00000121478,-,novel transcript,5.132164393,1.28E-05,0.001430255,up
ENSMUSG00000035273,Hpse,heparanase [Source:MGI Symbol;Acc:MGI:1343124],4.671500584,1.33E-05,0.001457564,up
ENSMUSG00000053175,Bcl3,B cell leukemia/lymphoma 3 [Source:MGI Symbol;Acc:MGI:88140],3.225824581,1.37E-05,0.001490245,up
ENSMUSG00000078763,Slfn1,schlafen 1 [Source:MGI Symbol;Acc:MGI:1313259],5.624079192,1.38E-05,0.001499264,up
ENSMUSG00000040084,Bub1b,"BUB1B, mitotic checkpoint serine/threonine kinase [Source:MGI Symbol;Acc:MGI:1333889]",4.706013086,1.45E-05,0.001557731,up
ENSMUSG00000063903,Klk1,kallikrein 1 [Source:MGI Symbol;Acc:MGI:102850],17.95174631,1.54E-05,0.001639136,up
ENSMUSG00000074417,Pira12,paired-Ig-like receptor A12 [Source:MGI Symbol;Acc:MGI:3709645],6.587413586,1.56E-05,0.001654455,up
ENSMUSG00000001403,Ube2c,ubiquitin-conjugating enzyme E2C [Source:MGI Symbol;Acc:MGI:1915862],5.508854834,1.59E-05,0.001670513,up
ENSMUSG00000094796,BC147527,cDNA sequence BC147527 [Source:MGI Symbol;Acc:MGI:4840510],5.555547176,1.62E-05,0.001693432,up
ENSMUSG00000026536,Ifi211,interferon activated gene 211 [Source:MGI Symbol;Acc:MGI:3041120],13.87929232,1.63E-05,0.001693822,up
ENSMUSG00000121499,Ly6a2,"lymphocyte antigen 6 complex, locus A2 [Source:NCBI gene (formerly Entrezgene);Acc:546643]",15.89575633,1.66E-05,0.00171745,up
ENSMUSG00000109105,Gm44873,predicted gene 44873 [Source:MGI Symbol;Acc:MGI:5753449],2.308242808,1.68E-05,0.001730286,up
ENSMUSG00000055541,Lair1,leukocyte-associated Ig-like receptor 1 [Source:MGI Symbol;Acc:MGI:105492],8.124694463,1.71E-05,0.001746577,up
ENSMUSG00000026535,Ifi202b,interferon activated gene 202B [Source:MGI Symbol;Acc:MGI:1347083],12.95530229,1.77E-05,0.001802141,up
ENSMUSG00000035493,Tgfbi,"transforming growth factor, beta induced [Source:MGI Symbol;Acc:MGI:99959]",8.184050612,1.83E-05,0.00181511,up
ENSMUSG00000043740,B430306N03Rik,RIKEN cDNA B430306N03 gene [Source:MGI Symbol;Acc:MGI:2443478],5.285527441,1.81E-05,0.00181511,up
ENSMUSG00000049734,Trex1,three prime repair exonuclease 1 [Source:MGI Symbol;Acc:MGI:1328317],5.076093326,1.83E-05,0.00181511,up
ENSMUSG00000076545,Igkv4-72,immunoglobulin kappa chain variable 4-72 [Source:MGI Symbol;Acc:MGI:2686345],6.807725424,1.81E-05,0.00181511,up
ENSMUSG00000072620,Slfn2,schlafen 2 [Source:MGI Symbol;Acc:MGI:1313258],4.559002951,1.89E-05,0.001864876,up
ENSMUSG00000028175,Depdc1a,DEP domain containing 1a [Source:MGI Symbol;Acc:MGI:1923381],6.136661191,1.96E-05,0.001922282,up
ENSMUSG00000033933,Vhl,von Hippel-Lindau tumor suppressor [Source:MGI Symbol;Acc:MGI:103223],1.245777989,1.99E-05,0.001925097,up
ENSMUSG00000047534,Mis18bp1,MIS18 binding protein 1 [Source:MGI Symbol;Acc:MGI:2145099],4.891096924,1.99E-05,0.001925097,up
ENSMUSG00000114608,Gm36161,"predicted gene, 36161 [Source:MGI Symbol;Acc:MGI:5595320]",9.023350312,1.98E-05,0.001925097,up
